"Título de trazado: LDCapSwampHoboTRH"
"N.º","Fecha Tiempo, GMT-05:00","Temp, °C (LGR S/N: 20744890, SEN S/N: 20744890, LBL: TempC)","HR, % (LGR S/N: 20744890, SEN S/N: 20744890, LBL: %)","Acoplador separado (LGR S/N: 20744890)","Acoplador adjunto (LGR S/N: 20744890)","Host conectado (LGR S/N: 20744890)","Final de archivo (LGR S/N: 20744890)"
1504,02/13/25 10:00:00 p.m.,5.076,100.000,,,,
1505,02/13/25 10:30:00 p.m.,4.115,100.000,,,,
1506,02/13/25 11:00:00 p.m.,3.670,100.000,,,,
1507,02/13/25 11:30:00 p.m.,3.538,100.000,,,,
1508,02/14/25 12:00:00 a.m.,3.906,100.000,,,,
1509,02/14/25 12:30:00 a.m.,3.880,100.000,,,,
1510,02/14/25 01:00:00 a.m.,3.696,100.000,,,,
1511,02/14/25 01:30:00 a.m.,4.220,100.000,,,,
1512,02/14/25 02:00:00 a.m.,4.402,100.000,,,,
1513,02/14/25 02:30:00 a.m.,4.714,100.000,,,,
1514,02/14/25 03:00:00 a.m.,4.740,100.000,,,,
1515,02/14/25 03:30:00 a.m.,4.792,100.000,,,,
1516,02/14/25 04:00:00 a.m.,4.662,100.000,,,,
1517,02/14/25 04:30:00 a.m.,4.895,100.000,,,,
1518,02/14/25 05:00:00 a.m.,5.076,100.000,,,,
1519,02/14/25 05:30:00 a.m.,5.154,100.000,,,,
1520,02/14/25 06:00:00 a.m.,4.921,100.000,,,,
1521,02/14/25 06:30:00 a.m.,4.740,100.000,,,,
1522,02/14/25 07:00:00 a.m.,4.714,100.000,,,,
1523,02/14/25 07:30:00 a.m.,5.411,100.000,,,,
1524,02/14/25 08:00:00 a.m.,6.990,100.000,,,,
1525,02/14/25 08:30:00 a.m.,8.469,100.000,,,,
1526,02/14/25 09:00:00 a.m.,8.295,100.000,,,,
1527,02/14/25 09:30:00 a.m.,8.070,100.000,,,,
1528,02/14/25 10:00:00 a.m.,8.419,100.000,,,,
1529,02/14/25 10:30:00 a.m.,9.089,100.000,,,,
1530,02/14/25 11:00:00 a.m.,8.643,100.000,,,,
1531,02/14/25 11:30:00 a.m.,10.100,100.000,,,,
1532,02/14/25 12:00:00 p.m.,8.841,100.000,,,,
1533,02/14/25 12:30:00 p.m.,8.742,100.000,,,,
1534,02/14/25 01:00:00 p.m.,9.805,100.000,,,,
1535,02/14/25 01:30:00 p.m.,12.001,100.000,,,,
1536,02/14/25 02:00:00 p.m.,9.756,98.879,,,,
1537,02/14/25 02:30:00 p.m.,8.841,98.649,,,,
1538,02/14/25 03:00:00 p.m.,8.668,98.995,,,,
1539,02/14/25 03:30:00 p.m.,8.941,99.588,,,,
1540,02/14/25 04:00:00 p.m.,9.805,100.000,,,,
1541,02/14/25 04:30:00 p.m.,10.001,100.000,,,,
1542,02/14/25 05:00:00 p.m.,8.767,99.712,,,,
1543,02/14/25 05:30:00 p.m.,8.319,99.708,,,,
1544,02/14/25 06:00:00 p.m.,7.770,99.797,,,,
1545,02/14/25 06:30:00 p.m.,7.142,99.863,,,,
1546,02/14/25 07:00:00 p.m.,6.990,99.917,,,,
1547,02/14/25 07:30:00 p.m.,6.914,99.993,,,,
1548,02/14/25 08:00:00 p.m.,6.712,100.000,,,,
1549,02/14/25 08:30:00 p.m.,6.585,100.000,,,,
1550,02/14/25 09:00:00 p.m.,6.509,100.000,,,,
1551,02/14/25 09:30:00 p.m.,6.026,100.000,,,,
1552,02/14/25 10:00:00 p.m.,5.872,100.000,,,,
1553,02/14/25 10:30:00 p.m.,5.796,100.000,,,,
1554,02/14/25 11:00:00 p.m.,5.847,100.000,,,,
1555,02/14/25 11:30:00 p.m.,5.847,100.000,,,,
1556,02/15/25 12:00:00 a.m.,5.847,100.000,,,,
1557,02/15/25 12:30:00 a.m.,5.847,100.000,,,,
1558,02/15/25 01:00:00 a.m.,5.642,100.000,,,,
1559,02/15/25 01:30:00 a.m.,5.462,100.000,,,,
1560,02/15/25 02:00:00 a.m.,5.205,100.000,,,,
1561,02/15/25 02:30:00 a.m.,5.488,100.000,,,,
1562,02/15/25 03:00:00 a.m.,5.565,100.000,,,,
1563,02/15/25 03:30:00 a.m.,5.411,100.000,,,,
1564,02/15/25 04:00:00 a.m.,5.616,100.000,,,,
1565,02/15/25 04:30:00 a.m.,5.668,100.000,,,,
1566,02/15/25 05:00:00 a.m.,5.642,100.000,,,,
1567,02/15/25 05:30:00 a.m.,5.591,100.000,,,,
1568,02/15/25 06:00:00 a.m.,5.488,100.000,,,,
1569,02/15/25 06:30:00 a.m.,5.334,100.000,,,,
1570,02/15/25 07:00:00 a.m.,5.565,100.000,,,,
1571,02/15/25 07:30:00 a.m.,6.153,100.000,,,,
1572,02/15/25 08:00:00 a.m.,7.870,100.000,,,,
1573,02/15/25 08:30:00 a.m.,8.965,100.000,,,,
1574,02/15/25 09:00:00 a.m.,8.668,100.000,,,,
1575,02/15/25 09:30:00 a.m.,7.594,100.000,,,,
1576,02/15/25 10:00:00 a.m.,9.312,100.000,,,,
1577,02/15/25 10:30:00 a.m.,9.756,100.000,,,,
1578,02/15/25 11:00:00 a.m.,9.706,100.000,,,,
1579,02/15/25 11:30:00 a.m.,9.632,100.000,,,,
1580,02/15/25 12:00:00 p.m.,8.618,100.000,,,,
1581,02/15/25 12:30:00 p.m.,8.369,100.000,,,,
1582,02/15/25 01:00:00 p.m.,8.170,100.000,,,,
1583,02/15/25 01:30:00 p.m.,9.015,100.000,,,,
1584,02/15/25 02:00:00 p.m.,9.262,100.000,,,,
1585,02/15/25 02:30:00 p.m.,8.618,100.000,,,,
1586,02/15/25 03:00:00 p.m.,8.444,100.000,,,,
1587,02/15/25 03:30:00 p.m.,9.188,100.000,,,,
1588,02/15/25 04:00:00 p.m.,8.220,100.000,,,,
1589,02/15/25 04:30:00 p.m.,7.645,100.000,,,,
1590,02/15/25 05:00:00 p.m.,7.318,100.000,,,,
1591,02/15/25 05:30:00 p.m.,6.914,100.000,,,,
1592,02/15/25 06:00:00 p.m.,6.611,100.000,,,,
1593,02/15/25 06:30:00 p.m.,6.484,100.000,,,,
1594,02/15/25 07:00:00 p.m.,6.306,100.000,,,,
1595,02/15/25 07:30:00 p.m.,6.204,100.000,,,,
1596,02/15/25 08:00:00 p.m.,6.128,100.000,,,,
1597,02/15/25 08:30:00 p.m.,5.975,100.000,,,,
1598,02/15/25 09:00:00 p.m.,5.719,100.000,,,,
1599,02/15/25 09:30:00 p.m.,5.462,100.000,,,,
1600,02/15/25 10:00:00 p.m.,5.231,100.000,,,,
1601,02/15/25 10:30:00 p.m.,5.128,100.000,,,,
1602,02/15/25 11:00:00 p.m.,5.024,100.000,,,,
1603,02/15/25 11:30:00 p.m.,4.921,100.000,,,,
1604,02/16/25 12:00:00 a.m.,4.818,100.000,,,,
1605,02/16/25 12:30:00 a.m.,4.714,100.000,,,,
1606,02/16/25 01:00:00 a.m.,4.818,100.000,,,,
1607,02/16/25 01:30:00 a.m.,5.024,100.000,,,,
1608,02/16/25 02:00:00 a.m.,5.102,100.000,,,,
1609,02/16/25 02:30:00 a.m.,5.179,100.000,,,,
1610,02/16/25 03:00:00 a.m.,5.282,100.000,,,,
1611,02/16/25 03:30:00 a.m.,5.437,100.000,,,,
1612,02/16/25 04:00:00 a.m.,5.385,100.000,,,,
1613,02/16/25 04:30:00 a.m.,5.334,100.000,,,,
1614,02/16/25 05:00:00 a.m.,5.179,100.000,,,,
1615,02/16/25 05:30:00 a.m.,4.973,100.000,,,,
1616,02/16/25 06:00:00 a.m.,4.869,100.000,,,,
1617,02/16/25 06:30:00 a.m.,4.895,100.000,,,,
1618,02/16/25 07:00:00 a.m.,5.102,100.000,,,,
1619,02/16/25 07:30:00 a.m.,5.565,100.000,,,,
1620,02/16/25 08:00:00 a.m.,6.102,100.000,,,,
1621,02/16/25 08:30:00 a.m.,6.509,100.000,,,,
1622,02/16/25 09:00:00 a.m.,7.368,100.000,,,,
1623,02/16/25 09:30:00 a.m.,7.845,100.000,,,,
1624,02/16/25 10:00:00 a.m.,7.970,100.000,,,,
1625,02/16/25 10:30:00 a.m.,8.543,100.000,,,,
1626,02/16/25 11:00:00 a.m.,9.262,100.000,,,,
1627,02/16/25 11:30:00 a.m.,9.829,100.000,,,,
1628,02/16/25 12:00:00 p.m.,10.100,100.000,,,,
1629,02/16/25 12:30:00 p.m.,12.316,100.000,,,,
1630,02/16/25 01:00:00 p.m.,13.882,91.045,,,,
1631,02/16/25 01:30:00 p.m.,12.195,87.258,,,,
1632,02/16/25 02:00:00 p.m.,15.891,85.477,,,,
1633,02/16/25 02:30:00 p.m.,11.977,85.397,,,,
1634,02/16/25 03:00:00 p.m.,8.941,92.681,,,,
1635,02/16/25 03:30:00 p.m.,8.990,96.003,,,,
1636,02/16/25 04:00:00 p.m.,9.854,97.163,,,,
1637,02/16/25 04:30:00 p.m.,9.928,98.032,,,,
1638,02/16/25 05:00:00 p.m.,9.163,97.772,,,,
1639,02/16/25 05:30:00 p.m.,8.767,97.960,,,,
1640,02/16/25 06:00:00 p.m.,8.469,97.977,,,,
1641,02/16/25 06:30:00 p.m.,7.745,97.826,,,,
1642,02/16/25 07:00:00 p.m.,7.217,97.926,,,,
1643,02/16/25 07:30:00 p.m.,6.940,98.193,,,,
1644,02/16/25 08:00:00 p.m.,6.864,98.784,,,,
1645,02/16/25 08:30:00 p.m.,6.611,98.982,,,,
1646,02/16/25 09:00:00 p.m.,6.509,99.197,,,,
1647,02/16/25 09:30:00 p.m.,6.281,99.351,,,,
1648,02/16/25 10:00:00 p.m.,6.077,99.536,,,,
1649,02/16/25 10:30:00 p.m.,5.898,99.703,,,,
1650,02/16/25 11:00:00 p.m.,5.796,99.819,,,,
1651,02/16/25 11:30:00 p.m.,5.770,99.933,,,,
1652,02/17/25 12:00:00 a.m.,5.693,100.000,,,,
1653,02/17/25 12:30:00 a.m.,5.591,100.000,,,,
1654,02/17/25 01:00:00 a.m.,5.539,100.000,,,,
1655,02/17/25 01:30:00 a.m.,5.437,100.000,,,,
1656,02/17/25 02:00:00 a.m.,5.385,100.000,,,,
1657,02/17/25 02:30:00 a.m.,5.308,100.000,,,,
1658,02/17/25 03:00:00 a.m.,5.205,100.000,,,,
1659,02/17/25 03:30:00 a.m.,5.179,100.000,,,,
1660,02/17/25 04:00:00 a.m.,5.128,100.000,,,,
1661,02/17/25 04:30:00 a.m.,4.973,100.000,,,,
1662,02/17/25 05:00:00 a.m.,4.818,100.000,,,,
1663,02/17/25 05:30:00 a.m.,4.610,100.000,,,,
1664,02/17/25 06:00:00 a.m.,4.454,100.000,,,,
1665,02/17/25 06:30:00 a.m.,4.272,100.000,,,,
1666,02/17/25 07:00:00 a.m.,4.532,100.000,,,,
1667,02/17/25 07:30:00 a.m.,5.898,100.000,,,,
1668,02/17/25 08:00:00 a.m.,6.813,100.000,,,,
1669,02/17/25 08:30:00 a.m.,8.145,100.000,,,,
1670,02/17/25 09:00:00 a.m.,10.443,100.000,,,,
1671,02/17/25 09:30:00 a.m.,9.410,100.000,,,,
1672,02/17/25 10:00:00 a.m.,10.320,100.000,,,,
1673,02/17/25 10:30:00 a.m.,9.657,100.000,,,,
1674,02/17/25 11:00:00 a.m.,8.469,100.000,,,,
1675,02/17/25 11:30:00 a.m.,8.618,100.000,,,,
1676,02/17/25 12:00:00 p.m.,7.594,99.991,,,,
1677,02/17/25 12:30:00 p.m.,7.519,100.000,,,,
1678,02/17/25 01:00:00 p.m.,7.945,100.000,,,,
1679,02/17/25 01:30:00 p.m.,8.717,100.000,,,,
1680,02/17/25 02:00:00 p.m.,12.437,100.000,,,,
1681,02/17/25 02:30:00 p.m.,10.980,99.915,,,,
1682,02/17/25 03:00:00 p.m.,9.706,99.063,,,,
1683,02/17/25 03:30:00 p.m.,8.742,99.483,,,,
1684,02/17/25 04:00:00 p.m.,8.717,99.869,,,,
1685,02/17/25 04:30:00 p.m.,7.895,99.539,,,,
1686,02/17/25 05:00:00 p.m.,8.717,99.673,,,,
1687,02/17/25 05:30:00 p.m.,8.295,99.456,,,,
1688,02/17/25 06:00:00 p.m.,7.745,99.594,,,,
1689,02/17/25 06:30:00 p.m.,7.142,99.473,,,,
1690,02/17/25 07:00:00 p.m.,6.763,99.609,,,,
1691,02/17/25 07:30:00 p.m.,6.661,99.824,,,,
1692,02/17/25 08:00:00 p.m.,6.509,99.974,,,,
1693,02/17/25 08:30:00 p.m.,6.382,100.000,,,,
1694,02/17/25 09:00:00 p.m.,6.255,100.000,,,,
1695,02/17/25 09:30:00 p.m.,6.153,100.000,,,,
1696,02/17/25 10:00:00 p.m.,6.153,100.000,,,,
1697,02/17/25 10:30:00 p.m.,6.128,100.000,,,,
1698,02/17/25 11:00:00 p.m.,6.102,100.000,,,,
1699,02/17/25 11:30:00 p.m.,6.026,100.000,,,,
1700,02/18/25 12:00:00 a.m.,5.847,100.000,,,,
1701,02/18/25 12:30:00 a.m.,5.719,100.000,,,,
1702,02/18/25 01:00:00 a.m.,5.514,100.000,,,,
1703,02/18/25 01:30:00 a.m.,5.539,100.000,,,,
1704,02/18/25 02:00:00 a.m.,5.745,100.000,,,,
1705,02/18/25 02:30:00 a.m.,5.642,100.000,,,,
1706,02/18/25 03:00:00 a.m.,5.360,100.000,,,,
1707,02/18/25 03:30:00 a.m.,4.818,100.000,,,,
1708,02/18/25 04:00:00 a.m.,4.636,100.000,,,,
1709,02/18/25 04:30:00 a.m.,4.558,100.000,,,,
1710,02/18/25 05:00:00 a.m.,4.506,100.000,,,,
1711,02/18/25 05:30:00 a.m.,4.584,100.000,,,,
1712,02/18/25 06:00:00 a.m.,4.584,100.000,,,,
1713,02/18/25 06:30:00 a.m.,4.584,100.000,,,,
1714,02/18/25 07:00:00 a.m.,4.921,100.000,,,,
1715,02/18/25 07:30:00 a.m.,5.591,100.000,,,,
1716,02/18/25 08:00:00 a.m.,6.484,100.000,,,,
1717,02/18/25 08:30:00 a.m.,6.940,100.000,,,,
1718,02/18/25 09:00:00 a.m.,7.142,100.000,,,,
1719,02/18/25 09:30:00 a.m.,7.116,100.000,,,,
1720,02/18/25 10:00:00 a.m.,7.242,100.000,,,,
1721,02/18/25 10:30:00 a.m.,7.519,100.000,,,,
1722,02/18/25 11:00:00 a.m.,7.970,100.000,,,,
1723,02/18/25 11:30:00 a.m.,9.410,100.000,,,,
1724,02/18/25 12:00:00 p.m.,9.287,100.000,,,,
1725,02/18/25 12:30:00 p.m.,10.149,100.000,,,,
1726,02/18/25 01:00:00 p.m.,9.706,100.000,,,,
1727,02/18/25 01:30:00 p.m.,8.593,100.000,,,,
1728,02/18/25 02:00:00 p.m.,9.460,100.000,,,,
1729,02/18/25 02:30:00 p.m.,9.064,100.000,,,,
1730,02/18/25 03:00:00 p.m.,9.213,100.000,,,,
1731,02/18/25 03:30:00 p.m.,8.419,100.000,,,,
1732,02/18/25 04:00:00 p.m.,8.394,100.000,,,,
1733,02/18/25 04:30:00 p.m.,8.120,100.000,,,,
1734,02/18/25 05:00:00 p.m.,7.820,100.000,,,,
1735,02/18/25 05:30:00 p.m.,7.318,100.000,,,,
1736,02/18/25 06:00:00 p.m.,7.066,100.000,,,,
1737,02/18/25 06:30:00 p.m.,6.813,100.000,,,,
1738,02/18/25 07:00:00 p.m.,6.661,100.000,,,,
1739,02/18/25 07:30:00 p.m.,6.560,100.000,,,,
1740,02/18/25 08:00:00 p.m.,6.408,100.000,,,,
1741,02/18/25 08:30:00 p.m.,6.306,100.000,,,,
1742,02/18/25 09:00:00 p.m.,6.306,100.000,,,,
1743,02/18/25 09:30:00 p.m.,6.382,100.000,,,,
1744,02/18/25 10:00:00 p.m.,6.331,100.000,,,,
1745,02/18/25 10:30:00 p.m.,6.255,100.000,,,,
1746,02/18/25 11:00:00 p.m.,6.102,100.000,,,,
1747,02/18/25 11:30:00 p.m.,6.051,100.000,,,,
1748,02/19/25 12:00:00 a.m.,6.102,100.000,,,,
1749,02/19/25 12:30:00 a.m.,6.179,100.000,,,,
1750,02/19/25 01:00:00 a.m.,6.077,100.000,,,,
1751,02/19/25 01:30:00 a.m.,5.872,100.000,,,,
1752,02/19/25 02:00:00 a.m.,5.642,100.000,,,,
1753,02/19/25 02:30:00 a.m.,5.514,100.000,,,,
1754,02/19/25 03:00:00 a.m.,5.437,100.000,,,,
1755,02/19/25 03:30:00 a.m.,5.334,100.000,,,,
1756,02/19/25 04:00:00 a.m.,5.308,100.000,,,,
1757,02/19/25 04:30:00 a.m.,5.282,100.000,,,,
1758,02/19/25 05:00:00 a.m.,5.102,100.000,,,,
1759,02/19/25 05:30:00 a.m.,4.973,100.000,,,,
1760,02/19/25 06:00:00 a.m.,4.350,100.000,,,,
1761,02/19/25 06:30:00 a.m.,3.722,100.000,,,,
1762,02/19/25 07:00:00 a.m.,3.854,100.000,,,,
1763,02/19/25 07:30:00 a.m.,5.360,100.000,,,,
1764,02/19/25 08:00:00 a.m.,6.661,100.000,,,,
1765,02/19/25 08:30:00 a.m.,10.785,100.000,,,,
1766,02/19/25 09:00:00 a.m.,10.247,100.000,,,,
1767,02/19/25 09:30:00 a.m.,11.637,99.053,,,,
1768,02/19/25 10:00:00 a.m.,11.127,94.373,,,,
1769,02/19/25 10:30:00 a.m.,13.064,92.741,,,,
1770,02/19/25 11:00:00 a.m.,10.687,88.315,,,,
1771,02/19/25 11:30:00 a.m.,9.903,92.675,,,,
1772,02/19/25 12:00:00 p.m.,9.854,96.913,,,,
1773,02/19/25 12:30:00 p.m.,11.175,96.744,,,,
1774,02/19/25 01:00:00 p.m.,14.314,89.863,,,,
1775,02/19/25 01:30:00 p.m.,16.058,80.056,,,,
1776,02/19/25 02:00:00 p.m.,12.292,83.081,,,,
1777,02/19/25 02:30:00 p.m.,10.100,91.545,,,,
1778,02/19/25 03:00:00 p.m.,8.916,93.030,,,,
1779,02/19/25 03:30:00 p.m.,10.443,96.017,,,,
1780,02/19/25 04:00:00 p.m.,12.389,86.667,,,,
1781,02/19/25 04:30:00 p.m.,11.662,87.737,,,,
1782,02/19/25 05:00:00 p.m.,9.657,87.750,,,,
1783,02/19/25 05:30:00 p.m.,8.965,88.675,,,,
1784,02/19/25 06:00:00 p.m.,8.145,91.455,,,,
1785,02/19/25 06:30:00 p.m.,7.770,92.402,,,,
1786,02/19/25 07:00:00 p.m.,7.066,93.381,,,,
1787,02/19/25 07:30:00 p.m.,5.745,93.559,,,,
1788,02/19/25 08:00:00 p.m.,5.076,94.873,,,,
1789,02/19/25 08:30:00 p.m.,4.869,95.779,,,,
1790,02/19/25 09:00:00 p.m.,4.895,96.768,,,,
1791,02/19/25 09:30:00 p.m.,5.102,97.412,,,,
1792,02/19/25 10:00:00 p.m.,5.334,97.867,,,,
1793,02/19/25 10:30:00 p.m.,5.102,98.119,,,,
1794,02/19/25 11:00:00 p.m.,5.102,98.387,,,,
1795,02/19/25 11:30:00 p.m.,4.895,98.547,,,,
1796,02/20/25 12:00:00 a.m.,5.128,98.855,,,,
1797,02/20/25 12:30:00 a.m.,5.128,98.976,,,,
1798,02/20/25 01:00:00 a.m.,5.102,99.138,,,,
1799,02/20/25 01:30:00 a.m.,5.308,99.318,,,,
1800,02/20/25 02:00:00 a.m.,5.488,99.442,,,,
1801,02/20/25 02:30:00 a.m.,5.591,99.592,,,,
1802,02/20/25 03:00:00 a.m.,5.437,99.693,,,,
1803,02/20/25 03:30:00 a.m.,5.385,99.799,,,,
1804,02/20/25 04:00:00 a.m.,5.231,99.827,,,,
1805,02/20/25 04:30:00 a.m.,4.947,99.891,,,,
1806,02/20/25 05:00:00 a.m.,5.179,99.981,,,,
1807,02/20/25 05:30:00 a.m.,4.558,99.852,,,,
1808,02/20/25 06:00:00 a.m.,4.376,100.000,,,,
1809,02/20/25 06:30:00 a.m.,4.532,100.000,,,,
1810,02/20/25 07:00:00 a.m.,5.360,100.000,,,,
1811,02/20/25 07:30:00 a.m.,6.026,100.000,,,,
1812,02/20/25 08:00:00 a.m.,6.204,100.000,,,,
1813,02/20/25 08:30:00 a.m.,6.306,100.000,,,,
1814,02/20/25 09:00:00 a.m.,5.488,99.925,,,,
1815,02/20/25 09:30:00 a.m.,4.895,99.996,,,,
1816,02/20/25 10:00:00 a.m.,6.560,100.000,,,,
1817,02/20/25 10:30:00 a.m.,7.419,100.000,,,,
1818,02/20/25 11:00:00 a.m.,7.870,100.000,,,,
1819,02/20/25 11:30:00 a.m.,6.611,99.809,,,,
1820,02/20/25 12:00:00 p.m.,7.444,100.000,,,,
1821,02/20/25 12:30:00 p.m.,7.066,99.890,,,,
1822,02/20/25 01:00:00 p.m.,7.091,100.000,,,,
1823,02/20/25 01:30:00 p.m.,8.519,100.000,,,,
1824,02/20/25 02:00:00 p.m.,12.340,99.423,,,,
1825,02/20/25 02:30:00 p.m.,13.690,84.400,,,,
1826,02/20/25 03:00:00 p.m.,11.297,85.531,,,,
1827,02/20/25 03:30:00 p.m.,11.394,89.222,,,,
1828,02/20/25 04:00:00 p.m.,12.751,83.968,,,,
1829,02/20/25 04:30:00 p.m.,10.712,87.376,,,,
1830,02/20/25 05:00:00 p.m.,9.509,90.106,,,,
1831,02/20/25 05:30:00 p.m.,8.344,92.119,,,,
1832,02/20/25 06:00:00 p.m.,7.217,94.200,,,,
1833,02/20/25 06:30:00 p.m.,6.255,95.190,,,,
1834,02/20/25 07:00:00 p.m.,4.766,95.529,,,,
1835,02/20/25 07:30:00 p.m.,4.063,96.465,,,,
1836,02/20/25 08:00:00 p.m.,3.221,97.060,,,,
1837,02/20/25 08:30:00 p.m.,2.903,97.503,,,,
1838,02/20/25 09:00:00 p.m.,2.717,98.029,,,,
1839,02/20/25 09:30:00 p.m.,3.775,98.617,,,,
1840,02/20/25 10:00:00 p.m.,5.565,99.173,,,,
1841,02/20/25 10:30:00 p.m.,6.077,99.172,,,,
1842,02/20/25 11:00:00 p.m.,6.128,99.283,,,,
1843,02/20/25 11:30:00 p.m.,6.128,99.429,,,,
1844,02/21/25 12:00:00 a.m.,6.128,99.550,,,,
1845,02/21/25 12:30:00 a.m.,6.077,99.609,,,,
1846,02/21/25 01:00:00 a.m.,5.847,99.689,,,,
1847,02/21/25 01:30:00 a.m.,5.872,99.841,,,,
1848,02/21/25 02:00:00 a.m.,5.642,99.896,,,,
1849,02/21/25 02:30:00 a.m.,5.385,99.992,,,,
1850,02/21/25 03:00:00 a.m.,5.796,100.000,,,,
1851,02/21/25 03:30:00 a.m.,5.719,100.000,,,,
1852,02/21/25 04:00:00 a.m.,5.821,100.000,,,,
1853,02/21/25 04:30:00 a.m.,5.796,100.000,,,,
1854,02/21/25 05:00:00 a.m.,5.770,100.000,,,,
1855,02/21/25 05:30:00 a.m.,5.745,100.000,,,,
1856,02/21/25 06:00:00 a.m.,5.591,100.000,,,,
1857,02/21/25 06:30:00 a.m.,5.437,100.000,,,,
1858,02/21/25 07:00:00 a.m.,5.668,100.000,,,,
1859,02/21/25 07:30:00 a.m.,6.204,100.000,,,,
1860,02/21/25 08:00:00 a.m.,6.153,100.000,,,,
1861,02/21/25 08:30:00 a.m.,6.763,100.000,,,,
1862,02/21/25 09:00:00 a.m.,8.344,100.000,,,,
1863,02/21/25 09:30:00 a.m.,8.120,100.000,,,,
1864,02/21/25 10:00:00 a.m.,7.268,100.000,,,,
1865,02/21/25 10:30:00 a.m.,6.914,100.000,,,,
1866,02/21/25 11:00:00 a.m.,6.661,100.000,,,,
1867,02/21/25 11:30:00 a.m.,8.990,100.000,,,,
1868,02/21/25 12:00:00 p.m.,8.866,100.000,,,,
1869,02/21/25 12:30:00 p.m.,9.829,100.000,,,,
1870,02/21/25 01:00:00 p.m.,8.295,99.603,,,,
1871,02/21/25 01:30:00 p.m.,6.281,99.083,,,,
1872,02/21/25 02:00:00 p.m.,7.142,99.765,,,,
1873,02/21/25 02:30:00 p.m.,7.494,100.000,,,,
1874,02/21/25 03:00:00 p.m.,7.845,100.000,,,,
1875,02/21/25 03:30:00 p.m.,6.763,99.998,,,,
1876,02/21/25 04:00:00 p.m.,6.077,99.754,,,,
1877,02/21/25 04:30:00 p.m.,6.560,100.000,,,,
1878,02/21/25 05:00:00 p.m.,7.167,100.000,,,,
1879,02/21/25 05:30:00 p.m.,6.408,99.848,,,,
1880,02/21/25 06:00:00 p.m.,5.949,99.766,,,,
1881,02/21/25 06:30:00 p.m.,5.924,99.274,,,,
1882,02/21/25 07:00:00 p.m.,5.334,99.107,,,,
1883,02/21/25 07:30:00 p.m.,4.532,99.073,,,,
1884,02/21/25 08:00:00 p.m.,4.194,99.411,,,,
1885,02/21/25 08:30:00 p.m.,4.454,99.750,,,,
1886,02/21/25 09:00:00 p.m.,4.999,99.978,,,,
1887,02/21/25 09:30:00 p.m.,5.282,100.000,,,,
1888,02/21/25 10:00:00 p.m.,5.282,100.000,,,,
1889,02/21/25 10:30:00 p.m.,5.719,99.991,,,,
1890,02/21/25 11:00:00 p.m.,5.770,99.957,,,,
1891,02/21/25 11:30:00 p.m.,5.770,100.000,,,,
1892,02/22/25 12:00:00 a.m.,5.949,100.000,,,,
1893,02/22/25 12:30:00 a.m.,5.949,100.000,,,,
1894,02/22/25 01:00:00 a.m.,5.949,100.000,,,,
1895,02/22/25 01:30:00 a.m.,5.898,100.000,,,,
1896,02/22/25 02:00:00 a.m.,5.642,100.000,,,,
1897,02/22/25 02:30:00 a.m.,5.437,100.000,,,,
1898,02/22/25 03:00:00 a.m.,4.869,100.000,,,,
1899,02/22/25 03:30:00 a.m.,4.532,100.000,,,,
1900,02/22/25 04:00:00 a.m.,5.179,100.000,,,,
1901,02/22/25 04:30:00 a.m.,5.385,100.000,,,,
1902,02/22/25 05:00:00 a.m.,5.539,100.000,,,,
1903,02/22/25 05:30:00 a.m.,5.385,100.000,,,,
1904,02/22/25 06:00:00 a.m.,5.411,100.000,,,,
1905,02/22/25 06:30:00 a.m.,5.488,100.000,,,,
1906,02/22/25 07:00:00 a.m.,5.821,100.000,,,,
1907,02/22/25 07:30:00 a.m.,6.357,100.000,,,,
1908,02/22/25 08:00:00 a.m.,6.788,100.000,,,,
1909,02/22/25 08:30:00 a.m.,7.770,100.000,,,,
1910,02/22/25 09:00:00 a.m.,8.568,100.000,,,,
1911,02/22/25 09:30:00 a.m.,9.089,100.000,,,,
1912,02/22/25 10:00:00 a.m.,10.932,100.000,,,,
1913,02/22/25 10:30:00 a.m.,10.345,100.000,,,,
1914,02/22/25 11:00:00 a.m.,9.829,100.000,,,,
1915,02/22/25 11:30:00 a.m.,8.270,98.957,,,,
1916,02/22/25 12:00:00 p.m.,8.419,99.834,,,,
1917,02/22/25 12:30:00 p.m.,9.706,100.000,,,,
1918,02/22/25 01:00:00 p.m.,11.029,99.432,,,,
1919,02/22/25 01:30:00 p.m.,12.001,98.729,,,,
1920,02/22/25 02:00:00 p.m.,11.929,96.872,,,,
1921,02/22/25 02:30:00 p.m.,11.759,95.075,,,,
1922,02/22/25 03:00:00 p.m.,11.540,95.602,,,,
1923,02/22/25 03:30:00 p.m.,12.268,94.263,,,,
1924,02/22/25 04:00:00 p.m.,12.823,87.806,,,,
1925,02/22/25 04:30:00 p.m.,11.248,84.051,,,,
1926,02/22/25 05:00:00 p.m.,8.045,90.663,,,,
1927,02/22/25 05:30:00 p.m.,7.091,93.010,,,,
1928,02/22/25 06:00:00 p.m.,6.331,94.763,,,,
1929,02/22/25 06:30:00 p.m.,6.051,94.986,,,,
1930,02/22/25 07:00:00 p.m.,5.076,95.564,,,,
1931,02/22/25 07:30:00 p.m.,3.617,95.829,,,,
1932,02/22/25 08:00:00 p.m.,3.221,96.817,,,,
1933,02/22/25 08:30:00 p.m.,2.930,97.559,,,,
1934,02/22/25 09:00:00 p.m.,2.423,98.067,,,,
