"Título de trazado: 20759041"
"N.º","Fecha Tiempo, GMT-05:00","Temp, °C (LGR S/N: 20759041, SEN S/N: 20759041, LBL: TempC)","Event, units (LGR S/N: 20759041, SEN S/N: 20759041, LBL: 0.2mm)","Acoplador adjunto (LGR S/N: 20759041)","Host conectado (LGR S/N: 20759041)","Acoplador separado (LGR S/N: 20759041)","Final de archivo (LGR S/N: 20759041)"
2624,02/17/25 12:06:36 p.m.,,950.00,,,,
2625,02/17/25 12:10:32 p.m.,,951.00,,,,
2626,02/17/25 12:13:08 p.m.,,952.00,,,,
2627,02/17/25 12:16:20 p.m.,,953.00,,,,
2628,02/17/25 12:20:24 p.m.,,954.00,,,,
2629,02/17/25 12:24:32 p.m.,,955.00,,,,
2630,02/17/25 12:26:38 p.m.,,956.00,,,,
2631,02/17/25 12:30:00 p.m.,8.282,,,,,
2632,02/17/25 12:30:41 p.m.,,957.00,,,,
2633,02/17/25 12:32:14 p.m.,,958.00,,,,
2634,02/17/25 12:34:51 p.m.,,959.00,,,,
2635,02/17/25 12:36:23 p.m.,,960.00,,,,
2636,02/17/25 12:37:52 p.m.,,961.00,,,,
2637,02/17/25 12:39:01 p.m.,,962.00,,,,
2638,02/17/25 12:40:22 p.m.,,963.00,,,,
2639,02/17/25 12:42:42 p.m.,,964.00,,,,
2640,02/17/25 12:45:56 p.m.,,965.00,,,,
2641,02/17/25 12:48:32 p.m.,,966.00,,,,
2642,02/17/25 12:55:40 p.m.,,967.00,,,,
2643,02/17/25 01:00:00 p.m.,8.481,,,,,
2644,02/17/25 01:01:22 p.m.,,968.00,,,,
2645,02/17/25 01:15:45 p.m.,,969.00,,,,
2646,02/17/25 01:30:00 p.m.,9.965,,,,,
2647,02/17/25 01:32:29 p.m.,,970.00,,,,
2648,02/17/25 02:00:00 p.m.,18.901,,,,,
2649,02/17/25 02:09:21 p.m.,,971.00,,,,
2650,02/17/25 02:30:00 p.m.,13.654,,,,,
2651,02/17/25 03:00:00 p.m.,13.461,,,,,
2652,02/17/25 03:30:00 p.m.,10.455,,,,,
2653,02/17/25 03:37:46 p.m.,,972.00,,,,
2654,02/17/25 03:39:43 p.m.,,973.00,,,,
2655,02/17/25 03:41:22 p.m.,,974.00,,,,
2656,02/17/25 03:45:25 p.m.,,975.00,,,,
2657,02/17/25 03:51:43 p.m.,,976.00,,,,
2658,02/17/25 04:00:00 p.m.,9.373,,,,,
2659,02/17/25 04:02:17 p.m.,,977.00,,,,
2660,02/17/25 04:10:59 p.m.,,978.00,,,,
2661,02/17/25 04:30:00 p.m.,8.978,,,,,
2662,02/17/25 05:00:00 p.m.,9.768,,,,,
2663,02/17/25 05:30:00 p.m.,9.669,,,,,
2664,02/17/25 06:00:00 p.m.,8.382,,,,,
2665,02/17/25 06:30:00 p.m.,7.481,,,,,
2666,02/17/25 06:37:19 p.m.,,979.00,,,,
2667,02/17/25 06:50:51 p.m.,,980.00,,,,
2668,02/17/25 07:00:00 p.m.,6.674,,,,,
2669,02/17/25 07:30:00 p.m.,6.573,,,,,
2670,02/17/25 08:00:00 p.m.,6.471,,,,,
2671,02/17/25 08:30:00 p.m.,6.268,,,,,
2672,02/17/25 09:00:00 p.m.,6.166,,,,,
2673,02/17/25 09:30:00 p.m.,6.166,,,,,
2674,02/17/25 10:00:00 p.m.,6.166,,,,,
2675,02/17/25 10:30:00 p.m.,6.166,,,,,
2676,02/17/25 11:00:00 p.m.,6.064,,,,,
2677,02/17/25 11:30:00 p.m.,5.962,,,,,
2678,02/18/25 12:00:00 a.m.,5.757,,,,,
2679,02/18/25 12:30:00 a.m.,5.655,,,,,
2680,02/18/25 01:00:00 a.m.,5.450,,,,,
2681,02/18/25 01:30:00 a.m.,5.552,,,,,
2682,02/18/25 01:43:58 a.m.,,981.00,,,,
2683,02/18/25 01:48:59 a.m.,,982.00,,,,
2684,02/18/25 01:53:50 a.m.,,983.00,,,,
2685,02/18/25 01:56:57 a.m.,,984.00,,,,
2686,02/18/25 01:59:51 a.m.,,985.00,,,,
2687,02/18/25 02:00:00 a.m.,5.757,,,,,
2688,02/18/25 02:01:55 a.m.,,986.00,,,,
2689,02/18/25 02:04:51 a.m.,,987.00,,,,
2690,02/18/25 02:06:59 a.m.,,988.00,,,,
2691,02/18/25 02:09:34 a.m.,,989.00,,,,
2692,02/18/25 02:11:52 a.m.,,990.00,,,,
2693,02/18/25 02:14:58 a.m.,,991.00,,,,
2694,02/18/25 02:17:14 a.m.,,992.00,,,,
2695,02/18/25 02:22:00 a.m.,,993.00,,,,
2696,02/18/25 02:26:07 a.m.,,994.00,,,,
2697,02/18/25 02:30:00 a.m.,5.655,,,,,
2698,02/18/25 02:32:01 a.m.,,995.00,,,,
2699,02/18/25 02:35:40 a.m.,,996.00,,,,
2700,02/18/25 02:40:47 a.m.,,997.00,,,,
2701,02/18/25 02:43:46 a.m.,,998.00,,,,
2702,02/18/25 02:48:00 a.m.,,999.00,,,,
2703,02/18/25 02:51:24 a.m.,,1000.00,,,,
2704,02/18/25 02:56:27 a.m.,,1001.00,,,,
2705,02/18/25 03:00:00 a.m.,5.244,,,,,
2706,02/18/25 03:00:05 a.m.,,1002.00,,,,
2707,02/18/25 03:03:58 a.m.,,1003.00,,,,
2708,02/18/25 03:07:39 a.m.,,1004.00,,,,
2709,02/18/25 03:13:00 a.m.,,1005.00,,,,
2710,02/18/25 03:29:07 a.m.,,1006.00,,,,
2711,02/18/25 03:30:00 a.m.,4.934,,,,,
2712,02/18/25 03:59:26 a.m.,,1007.00,,,,
2713,02/18/25 04:00:00 a.m.,4.623,,,,,
2714,02/18/25 04:07:27 a.m.,,1008.00,,,,
2715,02/18/25 04:30:00 a.m.,4.519,,,,,
2716,02/18/25 05:00:00 a.m.,4.519,,,,,
2717,02/18/25 05:30:00 a.m.,4.519,,,,,
2718,02/18/25 05:53:57 a.m.,,1009.00,,,,
2719,02/18/25 06:00:00 a.m.,4.519,,,,,
2720,02/18/25 06:30:00 a.m.,4.519,,,,,
2721,02/18/25 07:00:00 a.m.,4.934,,,,,
2722,02/18/25 07:30:00 a.m.,5.860,,,,,
2723,02/18/25 08:00:00 a.m.,6.978,,,,,
2724,02/18/25 08:30:00 a.m.,7.782,,,,,
2725,02/18/25 09:00:00 a.m.,8.082,,,,,
2726,02/18/25 09:30:00 a.m.,7.882,,,,,
2727,02/18/25 10:00:00 a.m.,8.182,,,,,
2728,02/18/25 10:12:54 a.m.,,1010.00,,,,
2729,02/18/25 10:30:00 a.m.,8.382,,,,,
2730,02/18/25 11:00:00 a.m.,8.680,,,,,
2731,02/18/25 11:30:00 a.m.,11.431,,,,,
2732,02/18/25 12:00:00 p.m.,13.173,,,,,
2733,02/18/25 12:25:20 p.m.,,1011.00,,,,
2734,02/18/25 12:30:00 p.m.,11.722,,,,,
2735,02/18/25 01:00:00 p.m.,11.722,,,,,
2736,02/18/25 01:30:00 p.m.,9.965,,,,,
2737,02/18/25 01:38:26 p.m.,,1012.00,,,,
2738,02/18/25 01:45:58 p.m.,,1013.00,,,,
2739,02/18/25 01:48:10 p.m.,,1014.00,,,,
2740,02/18/25 01:51:43 p.m.,,1015.00,,,,
2741,02/18/25 02:00:00 p.m.,10.455,,,,,
2742,02/18/25 02:00:54 p.m.,,1016.00,,,,
2743,02/18/25 02:28:08 p.m.,,1017.00,,,,
2744,02/18/25 02:30:00 p.m.,10.259,,,,,
2745,02/18/25 02:35:18 p.m.,,1018.00,,,,
2746,02/18/25 02:46:55 p.m.,,1019.00,,,,
2747,02/18/25 03:00:00 p.m.,10.259,,,,,
2748,02/18/25 03:09:21 p.m.,,1020.00,,,,
2749,02/18/25 03:17:27 p.m.,,1021.00,,,,
2750,02/18/25 03:30:00 p.m.,9.077,,,,,
2751,02/18/25 04:00:00 p.m.,9.077,,,,,
2752,02/18/25 04:08:40 p.m.,,1022.00,,,,
2753,02/18/25 04:30:00 p.m.,8.581,,,,,
2754,02/18/25 05:00:00 p.m.,8.282,,,,,
2755,02/18/25 05:03:11 p.m.,,1023.00,,,,
2756,02/18/25 05:30:00 p.m.,7.782,,,,,
2757,02/18/25 06:00:00 p.m.,7.280,,,,,
2758,02/18/25 06:30:00 p.m.,6.877,,,,,
2759,02/18/25 07:00:00 p.m.,6.674,,,,,
2760,02/18/25 07:30:00 p.m.,6.573,,,,,
2761,02/18/25 07:35:37 p.m.,,1024.00,,,,
2762,02/18/25 08:00:00 p.m.,6.370,,,,,
2763,02/18/25 08:30:00 p.m.,6.268,,,,,
2764,02/18/25 09:00:00 p.m.,6.268,,,,,
2765,02/18/25 09:01:26 p.m.,,1025.00,,,,
2766,02/18/25 09:17:17 p.m.,,1026.00,,,,
2767,02/18/25 09:30:00 p.m.,6.370,,,,,
2768,02/18/25 10:00:00 p.m.,6.268,,,,,
2769,02/18/25 10:30:00 p.m.,6.268,,,,,
2770,02/18/25 11:00:00 p.m.,6.064,,,,,
2771,02/18/25 11:30:00 p.m.,6.064,,,,,
2772,02/18/25 11:34:53 p.m.,,1027.00,,,,
2773,02/18/25 11:56:17 p.m.,,1028.00,,,,
2774,02/19/25 12:00:00 a.m.,6.166,,,,,
2775,02/19/25 12:05:37 a.m.,,1029.00,,,,
2776,02/19/25 12:18:04 a.m.,,1030.00,,,,
2777,02/19/25 12:29:35 a.m.,,1031.00,,,,
2778,02/19/25 12:30:00 a.m.,6.166,,,,,
2779,02/19/25 12:44:45 a.m.,,1032.00,,,,
2780,02/19/25 01:00:00 a.m.,6.064,,,,,
2781,02/19/25 01:00:30 a.m.,,1033.00,,,,
2782,02/19/25 01:14:12 a.m.,,1034.00,,,,
2783,02/19/25 01:27:34 a.m.,,1035.00,,,,
2784,02/19/25 01:30:00 a.m.,5.757,,,,,
2785,02/19/25 01:33:10 a.m.,,1036.00,,,,
2786,02/19/25 01:42:53 a.m.,,1037.00,,,,
2787,02/19/25 01:51:32 a.m.,,1038.00,,,,
2788,02/19/25 02:00:00 a.m.,5.552,,,,,
2789,02/19/25 02:02:11 a.m.,,1039.00,,,,
2790,02/19/25 02:11:11 a.m.,,1040.00,,,,
2791,02/19/25 02:22:33 a.m.,,1041.00,,,,
2792,02/19/25 02:29:08 a.m.,,1042.00,,,,
2793,02/19/25 02:30:00 a.m.,5.450,,,,,
2794,02/19/25 02:38:01 a.m.,,1043.00,,,,
2795,02/19/25 02:44:55 a.m.,,1044.00,,,,
2796,02/19/25 02:51:58 a.m.,,1045.00,,,,
2797,02/19/25 02:58:15 a.m.,,1046.00,,,,
2798,02/19/25 03:00:00 a.m.,5.450,,,,,
2799,02/19/25 03:12:16 a.m.,,1047.00,,,,
2800,02/19/25 03:26:21 a.m.,,1048.00,,,,
2801,02/19/25 03:30:00 a.m.,5.347,,,,,
2802,02/19/25 03:45:02 a.m.,,1049.00,,,,
2803,02/19/25 03:54:51 a.m.,,1050.00,,,,
2804,02/19/25 04:00:00 a.m.,5.347,,,,,
2805,02/19/25 04:07:11 a.m.,,1051.00,,,,
2806,02/19/25 04:14:46 a.m.,,1052.00,,,,
2807,02/19/25 04:26:32 a.m.,,1053.00,,,,
2808,02/19/25 04:30:00 a.m.,5.244,,,,,
2809,02/19/25 04:41:15 a.m.,,1054.00,,,,
2810,02/19/25 05:00:00 a.m.,5.037,,,,,
2811,02/19/25 05:30:00 a.m.,4.831,,,,,
2812,02/19/25 06:00:00 a.m.,4.102,,,,,
2813,02/19/25 06:08:14 a.m.,,1055.00,,,,
2814,02/19/25 06:30:00 a.m.,3.367,,,,,
2815,02/19/25 07:00:00 a.m.,3.578,,,,,
2816,02/19/25 07:30:00 a.m.,5.860,,,,,
2817,02/19/25 08:00:00 a.m.,7.079,,,,,
2818,02/19/25 08:30:00 a.m.,15.855,,,,,
2819,02/19/25 09:00:00 a.m.,17.475,,,,,
2820,02/19/25 09:30:00 a.m.,17.950,,,,,
2821,02/19/25 10:00:00 a.m.,14.421,,,,,
2822,02/19/25 10:30:00 a.m.,16.332,,,,,
2823,02/19/25 11:00:00 a.m.,15.187,,,,,
2824,02/19/25 11:30:00 a.m.,12.401,,,,,
2825,02/19/25 11:35:00 a.m.,,1056.00,,,,
2826,02/19/25 11:41:28 a.m.,,1057.00,,,,
2827,02/19/25 11:44:50 a.m.,,1058.00,,,,
2828,02/19/25 11:51:54 a.m.,,1059.00,,,,
2829,02/19/25 12:00:00 p.m.,10.259,,,,,
2830,02/19/25 12:30:00 p.m.,14.230,,,,,
2831,02/19/25 01:00:00 p.m.,18.616,,,,,
2832,02/19/25 01:30:00 p.m.,22.333,,,,,
2833,02/19/25 02:00:00 p.m.,18.521,,,,,
2834,02/19/25 02:30:00 p.m.,12.883,,,,,
2835,02/19/25 03:00:00 p.m.,10.651,,,,,
2836,02/19/25 03:25:20 p.m.,,1060.00,,,,
2837,02/19/25 03:30:00 p.m.,11.139,,,,,
2838,02/19/25 04:00:00 p.m.,17.570,,,,,
2839,02/19/25 04:30:00 p.m.,15.664,,,,,
2840,02/19/25 05:00:00 p.m.,12.013,,,,,
2841,02/19/25 05:30:00 p.m.,10.259,,,,,
2842,02/19/25 06:00:00 p.m.,8.779,,,,,
2843,02/19/25 06:30:00 p.m.,7.682,,,,,
2844,02/19/25 07:00:00 p.m.,6.775,,,,,
2845,02/19/25 07:30:00 p.m.,5.037,,,,,
2846,02/19/25 08:00:00 p.m.,4.311,,,,,
2847,02/19/25 08:30:00 p.m.,4.311,,,,,
2848,02/19/25 09:00:00 p.m.,4.102,,,,,
2849,02/19/25 09:30:00 p.m.,4.623,,,,,
2850,02/19/25 10:00:00 p.m.,4.831,,,,,
2851,02/19/25 10:30:00 p.m.,4.727,,,,,
2852,02/19/25 11:00:00 p.m.,4.727,,,,,
2853,02/19/25 11:30:00 p.m.,4.623,,,,,
2854,02/20/25 12:00:00 a.m.,4.831,,,,,
2855,02/20/25 12:30:00 a.m.,4.934,,,,,
2856,02/20/25 01:00:00 a.m.,4.934,,,,,
2857,02/20/25 01:30:00 a.m.,5.141,,,,,
2858,02/20/25 02:00:00 a.m.,5.347,,,,,
2859,02/20/25 02:30:00 a.m.,5.450,,,,,
2860,02/20/25 03:00:00 a.m.,5.347,,,,,
2861,02/20/25 03:30:00 a.m.,5.244,,,,,
2862,02/20/25 04:00:00 a.m.,5.037,,,,,
2863,02/20/25 04:30:00 a.m.,4.727,,,,,
2864,02/20/25 05:00:00 a.m.,4.727,,,,,
2865,02/20/25 05:30:00 a.m.,4.207,,,,,
2866,02/20/25 06:00:00 a.m.,4.102,,,,,
2867,02/20/25 06:30:00 a.m.,4.415,,,,,
2868,02/20/25 07:00:00 a.m.,5.037,,,,,
2869,02/20/25 07:30:00 a.m.,6.064,,,,,
2870,02/20/25 08:00:00 a.m.,6.471,,,,,
2871,02/20/25 08:30:00 a.m.,6.471,,,,,
2872,02/20/25 08:38:20 a.m.,,1061.00,,,,
2873,02/20/25 08:42:36 a.m.,,1062.00,,,,
2874,02/20/25 08:48:41 a.m.,,1063.00,,,,
2875,02/20/25 08:51:37 a.m.,,1064.00,,,,
2876,02/20/25 08:55:51 a.m.,,1065.00,,,,
2877,02/20/25 08:57:50 a.m.,,1066.00,,,,
2878,02/20/25 09:00:00 a.m.,5.860,,,,,
2879,02/20/25 09:01:07 a.m.,,1067.00,,,,
2880,02/20/25 09:03:46 a.m.,,1068.00,,,,
2881,02/20/25 09:07:38 a.m.,,1069.00,,,,
2882,02/20/25 09:10:12 a.m.,,1070.00,,,,
2883,02/20/25 09:13:52 a.m.,,1071.00,,,,
2884,02/20/25 09:16:43 a.m.,,1072.00,,,,
2885,02/20/25 09:21:32 a.m.,,1073.00,,,,
2886,02/20/25 09:24:45 a.m.,,1074.00,,,,
2887,02/20/25 09:30:00 a.m.,5.141,,,,,
2888,02/20/25 09:32:26 a.m.,,1075.00,,,,
2889,02/20/25 09:39:09 a.m.,,1076.00,,,,
2890,02/20/25 10:00:00 a.m.,7.179,,,,,
2891,02/20/25 10:01:19 a.m.,,1077.00,,,,
2892,02/20/25 10:30:00 a.m.,8.779,,,,,
2893,02/20/25 11:00:00 a.m.,9.176,,,,,
2894,02/20/25 11:21:46 a.m.,,1078.00,,,,
2895,02/20/25 11:24:11 a.m.,,1079.00,,,,
2896,02/20/25 11:26:00 a.m.,,1080.00,,,,
2897,02/20/25 11:28:33 a.m.,,1081.00,,,,
2898,02/20/25 11:30:00 a.m.,8.082,,,,,
2899,02/20/25 11:30:27 a.m.,,1082.00,,,,
2900,02/20/25 11:34:21 a.m.,,1083.00,,,,
2901,02/20/25 11:37:30 a.m.,,1084.00,,,,
2902,02/20/25 11:45:22 a.m.,,1085.00,,,,
2903,02/20/25 12:00:00 p.m.,8.282,,,,,
2904,02/20/25 12:29:19 p.m.,,1086.00,,,,
2905,02/20/25 12:30:00 p.m.,8.082,,,,,
2906,02/20/25 01:00:00 p.m.,7.481,,,,,
2907,02/20/25 01:30:00 p.m.,10.063,,,,,
2908,02/20/25 02:00:00 p.m.,15.569,,,,,
2909,02/20/25 02:30:00 p.m.,21.282,,,,,
2910,02/20/25 03:00:00 p.m.,18.140,,,,,
2911,02/20/25 03:30:00 p.m.,15.282,,,,,
2912,02/20/25 04:00:00 p.m.,19.092,,,,,
2913,02/20/25 04:30:00 p.m.,15.855,,,,,
2914,02/20/25 05:00:00 p.m.,11.819,,,,,
2915,02/20/25 05:30:00 p.m.,9.571,,,,,
2916,02/20/25 06:00:00 p.m.,7.582,,,,,
2917,02/20/25 06:30:00 p.m.,6.471,,,,,
2918,02/20/25 07:00:00 p.m.,4.102,,,,,
2919,02/20/25 07:30:00 p.m.,3.155,,,,,
2920,02/20/25 08:00:00 p.m.,2.517,,,,,
2921,02/20/25 08:30:00 p.m.,2.303,,,,,
2922,02/20/25 09:00:00 p.m.,1.980,,,,,
2923,02/20/25 09:30:00 p.m.,2.088,,,,,
2924,02/20/25 10:00:00 p.m.,5.037,,,,,
2925,02/20/25 10:30:00 p.m.,5.757,,,,,
2926,02/20/25 11:00:00 p.m.,5.860,,,,,
2927,02/20/25 11:30:00 p.m.,5.962,,,,,
2928,02/20/25 11:56:51 p.m.,,1087.00,,,,
2929,02/21/25 12:00:00 a.m.,5.962,,,,,
2930,02/21/25 12:21:38 a.m.,,1088.00,,,,
2931,02/21/25 12:30:00 a.m.,5.860,,,,,
2932,02/21/25 01:00:00 a.m.,5.655,,,,,
2933,02/21/25 01:30:00 a.m.,5.757,,,,,
2934,02/21/25 01:48:54 a.m.,,1089.00,,,,
2935,02/21/25 02:00:00 a.m.,5.450,,,,,
2936,02/21/25 02:30:00 a.m.,5.244,,,,,
2937,02/21/25 03:00:00 a.m.,5.552,,,,,
2938,02/21/25 03:30:00 a.m.,5.552,,,,,
2939,02/21/25 04:00:00 a.m.,5.655,,,,,
2940,02/21/25 04:30:00 a.m.,5.757,,,,,
2941,02/21/25 04:46:26 a.m.,,1090.00,,,,
2942,02/21/25 05:00:00 a.m.,5.655,,,,,
2943,02/21/25 05:16:34 a.m.,,1091.00,,,,
2944,02/21/25 05:28:40 a.m.,,1092.00,,,,
2945,02/21/25 05:30:00 a.m.,5.757,,,,,
2946,02/21/25 05:38:59 a.m.,,1093.00,,,,
2947,02/21/25 05:48:43 a.m.,,1094.00,,,,
2948,02/21/25 06:00:00 a.m.,5.655,,,,,
2949,02/21/25 06:04:12 a.m.,,1095.00,,,,
2950,02/21/25 06:12:30 a.m.,,1096.00,,,,
2951,02/21/25 06:19:54 a.m.,,1097.00,,,,
2952,02/21/25 06:25:43 a.m.,,1098.00,,,,
2953,02/21/25 06:30:00 a.m.,5.347,,,,,
2954,02/21/25 06:30:50 a.m.,,1099.00,,,,
2955,02/21/25 06:33:14 a.m.,,1100.00,,,,
2956,02/21/25 06:36:12 a.m.,,1101.00,,,,
2957,02/21/25 06:38:42 a.m.,,1102.00,,,,
2958,02/21/25 06:45:07 a.m.,,1103.00,,,,
2959,02/21/25 06:49:06 a.m.,,1104.00,,,,
2960,02/21/25 06:54:23 a.m.,,1105.00,,,,
2961,02/21/25 07:00:00 a.m.,5.552,,,,,
2962,02/21/25 07:04:40 a.m.,,1106.00,,,,
2963,02/21/25 07:16:31 a.m.,,1107.00,,,,
2964,02/21/25 07:30:00 a.m.,6.166,,,,,
2965,02/21/25 07:35:50 a.m.,,1108.00,,,,
2966,02/21/25 08:00:00 a.m.,6.268,,,,,
2967,02/21/25 08:01:09 a.m.,,1109.00,,,,
2968,02/21/25 08:18:41 a.m.,,1110.00,,,,
2969,02/21/25 08:30:00 a.m.,6.775,,,,,
2970,02/21/25 08:31:13 a.m.,,1111.00,,,,
2971,02/21/25 08:40:15 a.m.,,1112.00,,,,
2972,02/21/25 09:00:00 a.m.,8.978,,,,,
2973,02/21/25 09:00:53 a.m.,,1113.00,,,,
2974,02/21/25 09:30:00 a.m.,10.063,,,,,
2975,02/21/25 09:31:42 a.m.,,1114.00,,,,
2976,02/21/25 09:42:42 a.m.,,1115.00,,,,
2977,02/21/25 09:47:40 a.m.,,1116.00,,,,
2978,02/21/25 09:52:12 a.m.,,1117.00,,,,
2979,02/21/25 09:57:41 a.m.,,1118.00,,,,
2980,02/21/25 10:00:00 a.m.,8.680,,,,,
2981,02/21/25 10:06:36 a.m.,,1119.00,,,,
2982,02/21/25 10:18:35 a.m.,,1120.00,,,,
2983,02/21/25 10:30:00 a.m.,8.082,,,,,
2984,02/21/25 10:32:10 a.m.,,1121.00,,,,
2985,02/21/25 10:36:02 a.m.,,1122.00,,,,
2986,02/21/25 10:39:48 a.m.,,1123.00,,,,
2987,02/21/25 10:43:38 a.m.,,1124.00,,,,
2988,02/21/25 10:49:01 a.m.,,1125.00,,,,
2989,02/21/25 10:53:10 a.m.,,1126.00,,,,
2990,02/21/25 10:56:34 a.m.,,1127.00,,,,
2991,02/21/25 10:59:11 a.m.,,1128.00,,,,
2992,02/21/25 11:00:00 a.m.,7.481,,,,,
2993,02/21/25 11:01:28 a.m.,,1129.00,,,,
2994,02/21/25 11:05:17 a.m.,,1130.00,,,,
2995,02/21/25 11:30:00 a.m.,11.139,,,,,
2996,02/21/25 11:51:55 a.m.,,1131.00,,,,
2997,02/21/25 11:58:17 a.m.,,1132.00,,,,
2998,02/21/25 12:00:00 p.m.,10.161,,,,,
2999,02/21/25 12:04:07 p.m.,,1133.00,,,,
3000,02/21/25 12:09:59 p.m.,,1134.00,,,,
3001,02/21/25 12:14:30 p.m.,,1135.00,,,,
3002,02/21/25 12:19:23 p.m.,,1136.00,,,,
3003,02/21/25 12:30:00 p.m.,11.041,,,,,
3004,02/21/25 12:45:25 p.m.,,1137.00,,,,
3005,02/21/25 12:56:50 p.m.,,1138.00,,,,
3006,02/21/25 01:00:00 p.m.,10.651,,,,,
3007,02/21/25 01:00:26 p.m.,,1139.00,,,,
3008,02/21/25 01:02:26 p.m.,,1140.00,,,,
3009,02/21/25 01:04:59 p.m.,,1141.00,,,,
3010,02/21/25 01:06:56 p.m.,,1142.00,,,,
3011,02/21/25 01:09:14 p.m.,,1143.00,,,,
3012,02/21/25 01:11:03 p.m.,,1144.00,,,,
3013,02/21/25 01:13:47 p.m.,,1145.00,,,,
3014,02/21/25 01:16:15 p.m.,,1146.00,,,,
3015,02/21/25 01:19:04 p.m.,,1147.00,,,,
3016,02/21/25 01:20:59 p.m.,,1148.00,,,,
3017,02/21/25 01:23:26 p.m.,,1149.00,,,,
3018,02/21/25 01:25:20 p.m.,,1150.00,,,,
3019,02/21/25 01:28:07 p.m.,,1151.00,,,,
3020,02/21/25 01:30:00 p.m.,7.179,,,,,
3021,02/21/25 01:31:32 p.m.,,1152.00,,,,
3022,02/21/25 01:35:43 p.m.,,1153.00,,,,
3023,02/21/25 01:39:00 p.m.,,1154.00,,,,
3024,02/21/25 01:43:10 p.m.,,1155.00,,,,
3025,02/21/25 01:45:40 p.m.,,1156.00,,,,
3026,02/21/25 01:48:20 p.m.,,1157.00,,,,
3027,02/21/25 01:50:35 p.m.,,1158.00,,,,
3028,02/21/25 01:53:37 p.m.,,1159.00,,,,
3029,02/21/25 01:58:00 p.m.,,1160.00,,,,
3030,02/21/25 02:00:00 p.m.,7.682,,,,,
3031,02/21/25 02:06:35 p.m.,,1161.00,,,,
3032,02/21/25 02:10:57 p.m.,,1162.00,,,,
3033,02/21/25 02:18:55 p.m.,,1163.00,,,,
3034,02/21/25 02:30:00 p.m.,7.882,,,,,
3035,02/21/25 03:00:00 p.m.,9.472,,,,,
3036,02/21/25 03:03:52 p.m.,,1164.00,,,,
3037,02/21/25 03:15:20 p.m.,,1165.00,,,,
3038,02/21/25 03:30:00 p.m.,7.179,,,,,
3039,02/21/25 04:00:00 p.m.,6.978,,,,,
3040,02/21/25 04:00:15 p.m.,,1166.00,,,,
3041,02/21/25 04:30:00 p.m.,6.775,,,,,
3042,02/21/25 05:00:00 p.m.,7.381,,,,,
3043,02/21/25 05:30:00 p.m.,6.877,,,,,
3044,02/21/25 06:00:00 p.m.,6.064,,,,,
3045,02/21/25 06:30:00 p.m.,5.860,,,,,
3046,02/21/25 07:00:00 p.m.,5.037,,,,,
3047,02/21/25 07:30:00 p.m.,3.998,,,,,
3048,02/21/25 08:00:00 p.m.,3.261,,,,,
3049,02/21/25 08:30:00 p.m.,3.683,,,,,
3050,02/21/25 09:00:00 p.m.,4.311,,,,,
3051,02/21/25 09:30:00 p.m.,4.831,,,,,
3052,02/21/25 10:00:00 p.m.,4.831,,,,,
3053,02/21/25 10:30:00 p.m.,5.347,,,,,
3054,02/21/25 11:00:00 p.m.,5.450,,,,,
3055,02/21/25 11:30:00 p.m.,5.552,,,,,
3056,02/22/25 12:00:00 a.m.,5.655,,,,,
3057,02/22/25 12:30:00 a.m.,5.757,,,,,
3058,02/22/25 01:00:00 a.m.,5.655,,,,,
3059,02/22/25 01:00:23 a.m.,,1167.00,,,,
3060,02/22/25 01:30:00 a.m.,5.655,,,,,
3061,02/22/25 02:00:00 a.m.,5.347,,,,,
3062,02/22/25 02:30:00 a.m.,5.141,,,,,
3063,02/22/25 03:00:00 a.m.,4.623,,,,,
3064,02/22/25 03:30:00 a.m.,3.788,,,,,
3065,02/22/25 04:00:00 a.m.,4.831,,,,,
3066,02/22/25 04:30:00 a.m.,5.141,,,,,
3067,02/22/25 04:40:10 a.m.,,1168.00,,,,
3068,02/22/25 05:00:00 a.m.,5.347,,,,,
3069,02/22/25 05:15:14 a.m.,,1169.00,,,,
3070,02/22/25 05:30:00 a.m.,5.347,,,,,
3071,02/22/25 06:00:00 a.m.,5.244,,,,,
3072,02/22/25 06:23:52 a.m.,,1170.00,,,,
3073,02/22/25 06:30:00 a.m.,5.347,,,,,
3074,02/22/25 06:49:37 a.m.,,1171.00,,,,
3075,02/22/25 07:00:00 a.m.,5.757,,,,,
3076,02/22/25 07:18:02 a.m.,,1172.00,,,,
3077,02/22/25 07:30:00 a.m.,6.370,,,,,
3078,02/22/25 08:00:00 a.m.,6.978,,,,,
3079,02/22/25 08:05:41 a.m.,,1173.00,,,,
3080,02/22/25 08:30:00 a.m.,7.983,,,,,
3081,02/22/25 08:33:06 a.m.,,1174.00,,,,
3082,02/22/25 09:00:00 a.m.,9.866,,,,,
3083,02/22/25 09:30:00 a.m.,10.748,,,,,
3084,02/22/25 09:40:20 a.m.,,1175.00,,,,
3085,02/22/25 09:47:54 a.m.,,1176.00,,,,
3086,02/22/25 10:00:00 a.m.,11.916,,,,,
3087,02/22/25 10:27:14 a.m.,,1177.00,,,,
3088,02/22/25 10:30:00 a.m.,13.076,,,,,
3089,02/22/25 10:43:08 a.m.,,1178.00,,,,
3090,02/22/25 10:56:10 a.m.,,1179.00,,,,
3091,02/22/25 11:00:00 a.m.,11.916,,,,,
3092,02/22/25 11:16:33 a.m.,,1180.00,,,,
